,countriesAndTerritories,cases,deaths,dateRep,popData2019
6185,Benin,0,0,23/09/2020,11801151.0
6186,Benin,14,0,22/09/2020,11801151.0
6187,Benin,0,0,21/09/2020,11801151.0
6188,Benin,0,0,20/09/2020,11801151.0
6189,Benin,0,0,19/09/2020,11801151.0
6190,Benin,0,0,18/09/2020,11801151.0
6191,Benin,13,0,17/09/2020,11801151.0
6192,Benin,0,0,16/09/2020,11801151.0
6193,Benin,0,0,15/09/2020,11801151.0
6194,Benin,25,0,14/09/2020,11801151.0
6195,Benin,0,0,13/09/2020,11801151.0
6196,Benin,0,0,12/09/2020,11801151.0
6197,Benin,0,0,11/09/2020,11801151.0
6198,Benin,29,0,10/09/2020,11801151.0
6199,Benin,0,0,09/09/2020,11801151.0
6200,Benin,0,0,08/09/2020,11801151.0
6201,Benin,0,0,07/09/2020,11801151.0
6202,Benin,19,0,06/09/2020,11801151.0
6203,Benin,0,0,05/09/2020,11801151.0
6204,Benin,0,0,04/09/2020,11801151.0
6205,Benin,49,0,03/09/2020,11801151.0
6206,Benin,0,0,02/09/2020,11801151.0
6207,Benin,0,0,01/09/2020,11801151.0
6208,Benin,0,0,31/08/2020,11801151.0
6209,Benin,0,0,30/08/2020,11801151.0
6210,Benin,0,0,29/08/2020,11801151.0
6211,Benin,0,0,28/08/2020,11801151.0
6212,Benin,30,1,27/08/2020,11801151.0
6213,Benin,0,0,26/08/2020,11801151.0
6214,Benin,0,0,25/08/2020,11801151.0
6215,Benin,0,0,24/08/2020,11801151.0
6216,Benin,20,0,23/08/2020,11801151.0
6217,Benin,0,0,22/08/2020,11801151.0
6218,Benin,32,0,21/08/2020,11801151.0
6219,Benin,0,0,20/08/2020,11801151.0
6220,Benin,0,0,19/08/2020,11801151.0
6221,Benin,0,0,18/08/2020,11801151.0
6222,Benin,0,0,17/08/2020,11801151.0
6223,Benin,62,1,16/08/2020,11801151.0
6224,Benin,0,0,15/08/2020,11801151.0
6225,Benin,0,0,14/08/2020,11801151.0
6226,Benin,0,0,13/08/2020,11801151.0
6227,Benin,65,0,12/08/2020,11801151.0
6228,Benin,0,0,11/08/2020,11801151.0
6229,Benin,0,0,10/08/2020,11801151.0
6230,Benin,0,0,09/08/2020,11801151.0
6231,Benin,0,0,08/08/2020,11801151.0
6232,Benin,22,0,07/08/2020,11801151.0
6233,Benin,0,0,06/08/2020,11801151.0
6234,Benin,109,2,05/08/2020,11801151.0
6235,Benin,0,0,04/08/2020,11801151.0
6236,Benin,0,0,03/08/2020,11801151.0
6237,Benin,0,0,02/08/2020,11801151.0
6238,Benin,35,1,01/08/2020,11801151.0
6239,Benin,0,0,31/07/2020,11801151.0
6240,Benin,0,0,30/07/2020,11801151.0
6241,Benin,0,0,29/07/2020,11801151.0
6242,Benin,0,0,28/07/2020,11801151.0
6243,Benin,76,1,27/07/2020,11801151.0
6244,Benin,0,0,26/07/2020,11801151.0
6245,Benin,0,0,25/07/2020,11801151.0
6246,Benin,92,3,24/07/2020,11801151.0
6247,Benin,0,0,23/07/2020,11801151.0
6248,Benin,0,0,22/07/2020,11801151.0
6249,Benin,0,0,21/07/2020,11801151.0
6250,Benin,0,0,20/07/2020,11801151.0
6251,Benin,0,0,19/07/2020,11801151.0
6252,Benin,139,3,18/07/2020,11801151.0
6253,Benin,85,2,17/07/2020,11801151.0
6254,Benin,0,0,16/07/2020,11801151.0
6255,Benin,0,0,15/07/2020,11801151.0
6256,Benin,0,0,14/07/2020,11801151.0
6257,Benin,0,0,13/07/2020,11801151.0
6258,Benin,93,3,12/07/2020,11801151.0
6259,Benin,0,0,11/07/2020,11801151.0
6260,Benin,0,0,10/07/2020,11801151.0
6261,Benin,86,2,09/07/2020,11801151.0
6262,Benin,0,0,08/07/2020,11801151.0
6263,Benin,0,0,07/07/2020,11801151.0
6264,Benin,0,0,06/07/2020,11801151.0
6265,Benin,0,0,05/07/2020,11801151.0
6266,Benin,0,0,04/07/2020,11801151.0
6267,Benin,0,0,03/07/2020,11801151.0
6268,Benin,0,0,02/07/2020,11801151.0
6269,Benin,12,2,01/07/2020,11801151.0
6270,Benin,38,3,30/06/2020,11801151.0
6271,Benin,25,2,29/06/2020,11801151.0
6272,Benin,71,0,28/06/2020,11801151.0
6273,Benin,36,0,27/06/2020,11801151.0
6274,Benin,115,1,26/06/2020,11801151.0
6275,Benin,52,0,25/06/2020,11801151.0
6276,Benin,43,0,24/06/2020,11801151.0
6277,Benin,42,0,23/06/2020,11801151.0
6278,Benin,115,2,22/06/2020,11801151.0
6279,Benin,0,0,21/06/2020,11801151.0
6280,Benin,53,0,20/06/2020,11801151.0
6281,Benin,25,2,19/06/2020,11801151.0
6282,Benin,40,0,18/06/2020,11801151.0
6283,Benin,49,0,17/06/2020,11801151.0
6284,Benin,13,2,16/06/2020,11801151.0
6285,Benin,58,1,15/06/2020,11801151.0
6286,Benin,24,1,14/06/2020,11801151.0
6287,Benin,83,1,13/06/2020,11801151.0
6288,Benin,0,0,12/06/2020,11801151.0
6289,Benin,0,0,11/06/2020,11801151.0
6290,Benin,0,0,10/06/2020,11801151.0
6291,Benin,37,0,09/06/2020,11801151.0
6292,Benin,0,0,08/06/2020,11801151.0
6293,Benin,7,1,07/06/2020,11801151.0
6294,Benin,0,0,06/06/2020,11801151.0
6295,Benin,17,0,05/06/2020,11801151.0
6296,Benin,0,0,04/06/2020,11801151.0
6297,Benin,1,0,03/06/2020,11801151.0
6298,Benin,11,0,02/06/2020,11801151.0
6299,Benin,0,0,01/06/2020,11801151.0
6300,Benin,8,0,31/05/2020,11801151.0
6301,Benin,14,0,30/05/2020,11801151.0
6302,Benin,0,0,29/05/2020,11801151.0
6303,Benin,2,0,28/05/2020,11801151.0
6304,Benin,17,0,27/05/2020,11801151.0
6305,Benin,0,0,26/05/2020,11801151.0
6306,Benin,56,0,25/05/2020,11801151.0
6307,Benin,0,0,24/05/2020,11801151.0
6308,Benin,0,0,23/05/2020,11801151.0
6309,Benin,5,1,22/05/2020,11801151.0
6310,Benin,0,0,21/05/2020,11801151.0
6311,Benin,-209,0,20/05/2020,11801151.0
6312,Benin,0,0,19/05/2020,11801151.0
6313,Benin,0,0,18/05/2020,11801151.0
6314,Benin,0,0,17/05/2020,11801151.0
6315,Benin,0,0,16/05/2020,11801151.0
6316,Benin,12,0,15/05/2020,11801151.0
6317,Benin,0,0,14/05/2020,11801151.0
6318,Benin,8,0,13/05/2020,11801151.0
6319,Benin,0,0,12/05/2020,11801151.0
6320,Benin,35,0,11/05/2020,11801151.0
6321,Benin,42,0,10/05/2020,11801151.0
6322,Benin,102,0,09/05/2020,11801151.0
6323,Benin,38,0,08/05/2020,11801151.0
6324,Benin,6,0,07/05/2020,11801151.0
6325,Benin,0,0,06/05/2020,11801151.0
6326,Benin,6,0,05/05/2020,11801151.0
6327,Benin,0,0,04/05/2020,11801151.0
6328,Benin,0,0,03/05/2020,11801151.0
6329,Benin,6,0,02/05/2020,11801151.0
6330,Benin,15,0,01/05/2020,11801151.0
6331,Benin,5,1,30/04/2020,11801151.0
6332,Benin,0,0,29/04/2020,11801151.0
6333,Benin,0,0,28/04/2020,11801151.0
6334,Benin,6,0,27/04/2020,11801151.0
6335,Benin,0,0,26/04/2020,11801151.0
6336,Benin,0,0,25/04/2020,11801151.0
6337,Benin,4,0,24/04/2020,11801151.0
6338,Benin,0,0,23/04/2020,11801151.0
6339,Benin,0,0,22/04/2020,11801151.0
6340,Benin,17,0,21/04/2020,11801151.0
6341,Benin,0,0,20/04/2020,11801151.0
6342,Benin,0,0,19/04/2020,11801151.0
6343,Benin,0,0,18/04/2020,11801151.0
6344,Benin,2,0,17/04/2020,11801151.0
6345,Benin,0,0,16/04/2020,11801151.0
6346,Benin,0,0,15/04/2020,11801151.0
6347,Benin,0,0,14/04/2020,11801151.0
6348,Benin,0,0,13/04/2020,11801151.0
6349,Benin,0,0,12/04/2020,11801151.0
6350,Benin,5,0,11/04/2020,11801151.0
6351,Benin,4,0,10/04/2020,11801151.0
6352,Benin,0,0,09/04/2020,11801151.0
6353,Benin,0,0,08/04/2020,11801151.0
6354,Benin,4,1,07/04/2020,11801151.0
6355,Benin,6,0,06/04/2020,11801151.0
6356,Benin,0,0,05/04/2020,11801151.0
6357,Benin,3,0,04/04/2020,11801151.0
6358,Benin,0,0,03/04/2020,11801151.0
6359,Benin,5,0,02/04/2020,11801151.0
6360,Benin,2,0,01/04/2020,11801151.0
6361,Benin,0,0,31/03/2020,11801151.0
6362,Benin,0,0,30/03/2020,11801151.0
6363,Benin,0,0,29/03/2020,11801151.0
6364,Benin,0,0,28/03/2020,11801151.0
6365,Benin,1,0,27/03/2020,11801151.0
6366,Benin,0,0,26/03/2020,11801151.0
6367,Benin,0,0,25/03/2020,11801151.0
6368,Benin,3,0,24/03/2020,11801151.0
6369,Benin,0,0,23/03/2020,11801151.0
6370,Benin,0,0,22/03/2020,11801151.0
6371,Benin,0,0,21/03/2020,11801151.0
6372,Benin,1,0,20/03/2020,11801151.0
6373,Benin,0,0,19/03/2020,11801151.0
6374,Benin,0,0,18/03/2020,11801151.0
6375,Benin,1,0,17/03/2020,11801151.0
6376,Bermuda,40,0,14/12/2020,62508.0
6377,Bermuda,0,0,13/12/2020,62508.0
6378,Bermuda,27,0,12/12/2020,62508.0
6379,Bermuda,24,0,11/12/2020,62508.0
6380,Bermuda,10,0,10/12/2020,62508.0
6381,Bermuda,24,0,09/12/2020,62508.0
6382,Bermuda,18,0,08/12/2020,62508.0
6383,Bermuda,0,0,07/12/2020,62508.0
6384,Bermuda,10,0,06/12/2020,62508.0
6385,Bermuda,6,0,05/12/2020,62508.0
6386,Bermuda,5,0,04/12/2020,62508.0
6387,Bermuda,5,0,03/12/2020,62508.0
6388,Bermuda,2,0,02/12/2020,62508.0
6389,Bermuda,9,0,01/12/2020,62508.0
6390,Bermuda,0,0,30/11/2020,62508.0
6391,Bermuda,9,0,29/11/2020,62508.0
6392,Bermuda,1,0,28/11/2020,62508.0
6393,Bermuda,2,0,27/11/2020,62508.0
6394,Bermuda,0,0,26/11/2020,62508.0
6395,Bermuda,12,0,25/11/2020,62508.0
6396,Bermuda,0,0,24/11/2020,62508.0
6397,Bermuda,0,0,23/11/2020,62508.0
6398,Bermuda,0,0,22/11/2020,62508.0
6399,Bermuda,1,0,21/11/2020,62508.0
6400,Bermuda,2,0,20/11/2020,62508.0
6401,Bermuda,1,0,19/11/2020,62508.0
6402,Bermuda,0,0,18/11/2020,62508.0
6403,Bermuda,1,0,17/11/2020,62508.0
6404,Bermuda,0,0,16/11/2020,62508.0
6405,Bermuda,0,0,15/11/2020,62508.0
6406,Bermuda,2,0,14/11/2020,62508.0
6407,Bermuda,5,0,13/11/2020,62508.0
6408,Bermuda,1,0,12/11/2020,62508.0
6409,Bermuda,0,0,11/11/2020,62508.0
6410,Bermuda,5,0,10/11/2020,62508.0
6411,Bermuda,0,0,09/11/2020,62508.0
6412,Bermuda,0,0,08/11/2020,62508.0
6413,Bermuda,2,0,07/11/2020,62508.0
6414,Bermuda,1,0,06/11/2020,62508.0
6415,Bermuda,0,0,05/11/2020,62508.0
6416,Bermuda,0,0,04/11/2020,62508.0
6417,Bermuda,7,0,03/11/2020,62508.0
6418,Bermuda,0,0,02/11/2020,62508.0
6419,Bermuda,0,0,01/11/2020,62508.0
6420,Bermuda,1,0,31/10/2020,62508.0
6421,Bermuda,4,0,30/10/2020,62508.0
6422,Bermuda,0,0,29/10/2020,62508.0
6423,Bermuda,1,0,28/10/2020,62508.0
6424,Bermuda,2,0,27/10/2020,62508.0
6425,Bermuda,0,0,26/10/2020,62508.0
6426,Bermuda,1,0,25/10/2020,62508.0
6427,Bermuda,2,0,24/10/2020,62508.0
6428,Bermuda,0,0,23/10/2020,62508.0
6429,Bermuda,0,0,22/10/2020,62508.0
6430,Bermuda,3,0,21/10/2020,62508.0
6431,Bermuda,0,0,20/10/2020,62508.0
6432,Bermuda,0,0,19/10/2020,62508.0
6433,Bermuda,0,0,18/10/2020,62508.0
6434,Bermuda,0,0,17/10/2020,62508.0
6435,Bermuda,0,0,16/10/2020,62508.0
6436,Bermuda,0,0,15/10/2020,62508.0
6437,Bermuda,1,0,14/10/2020,62508.0
6438,Bermuda,0,0,13/10/2020,62508.0
6439,Bermuda,0,0,12/10/2020,62508.0
6440,Bermuda,0,0,11/10/2020,62508.0
6441,Bermuda,0,0,10/10/2020,62508.0
6442,Bermuda,2,0,09/10/2020,62508.0
6443,Bermuda,1,0,08/10/2020,62508.0
6444,Bermuda,0,0,07/10/2020,62508.0
6445,Bermuda,0,0,06/10/2020,62508.0
6446,Bermuda,0,0,05/10/2020,62508.0
6447,Bermuda,0,0,04/10/2020,62508.0
6448,Bermuda,0,0,03/10/2020,62508.0
6449,Bermuda,0,0,02/10/2020,62508.0
6450,Bermuda,0,0,01/10/2020,62508.0
6451,Bermuda,0,0,30/09/2020,62508.0
6452,Bermuda,0,0,29/09/2020,62508.0
6453,Bermuda,0,0,28/09/2020,62508.0
6454,Bermuda,0,0,27/09/2020,62508.0
6455,Bermuda,0,0,26/09/2020,62508.0
6456,Bermuda,0,0,25/09/2020,62508.0
6457,Bermuda,1,0,24/09/2020,62508.0
6458,Bermuda,0,0,23/09/2020,62508.0
6459,Bermuda,0,0,22/09/2020,62508.0
6460,Bermuda,0,0,21/09/2020,62508.0
6461,Bermuda,2,0,20/09/2020,62508.0
6462,Bermuda,0,0,19/09/2020,62508.0
6463,Bermuda,0,0,18/09/2020,62508.0
6464,Bermuda,1,0,17/09/2020,62508.0
6465,Bermuda,0,0,16/09/2020,62508.0
6466,Bermuda,0,0,15/09/2020,62508.0
6467,Bermuda,0,0,14/09/2020,62508.0
6468,Bermuda,0,0,13/09/2020,62508.0
6469,Bermuda,0,0,12/09/2020,62508.0
6470,Bermuda,0,0,11/09/2020,62508.0
6471,Bermuda,2,0,10/09/2020,62508.0
6472,Bermuda,0,0,09/09/2020,62508.0
6473,Bermuda,0,0,08/09/2020,62508.0
6474,Bermuda,0,0,07/09/2020,62508.0
6475,Bermuda,1,0,06/09/2020,62508.0
6476,Bermuda,0,0,05/09/2020,62508.0
6477,Bermuda,2,0,04/09/2020,62508.0
6478,Bermuda,0,0,03/09/2020,62508.0
6479,Bermuda,0,0,02/09/2020,62508.0
6480,Bermuda,3,0,01/09/2020,62508.0
6481,Bermuda,0,0,31/08/2020,62508.0
6482,Bermuda,1,0,30/08/2020,62508.0
6483,Bermuda,0,0,29/08/2020,62508.0
6484,Bermuda,0,0,28/08/2020,62508.0
6485,Bermuda,0,0,27/08/2020,62508.0
6486,Bermuda,0,0,26/08/2020,62508.0
6487,Bermuda,1,0,25/08/2020,62508.0
6488,Bermuda,0,0,24/08/2020,62508.0
6489,Bermuda,0,0,23/08/2020,62508.0
6490,Bermuda,1,0,22/08/2020,62508.0
6491,Bermuda,0,0,21/08/2020,62508.0
6492,Bermuda,0,0,20/08/2020,62508.0
6493,Bermuda,0,0,19/08/2020,62508.0
6494,Bermuda,4,0,18/08/2020,62508.0
6495,Bermuda,0,0,17/08/2020,62508.0
6496,Bermuda,3,0,16/08/2020,62508.0
6497,Bermuda,0,0,15/08/2020,62508.0
6498,Bermuda,0,0,14/08/2020,62508.0
6499,Bermuda,0,0,13/08/2020,62508.0
6500,Bermuda,0,0,12/08/2020,62508.0
6501,Bermuda,1,0,11/08/2020,62508.0
6502,Bermuda,1,0,10/08/2020,62508.0
6503,Bermuda,0,0,09/08/2020,62508.0
6504,Bermuda,0,0,08/08/2020,62508.0
6505,Bermuda,0,0,07/08/2020,62508.0
6506,Bermuda,0,0,06/08/2020,62508.0
6507,Bermuda,0,0,05/08/2020,62508.0
6508,Bermuda,1,0,04/08/2020,62508.0
6509,Bermuda,0,0,03/08/2020,62508.0
6510,Bermuda,0,0,02/08/2020,62508.0
6511,Bermuda,0,0,01/08/2020,62508.0
6512,Bermuda,0,0,31/07/2020,62508.0
6513,Bermuda,0,0,30/07/2020,62508.0
6514,Bermuda,2,0,29/07/2020,62508.0
6515,Bermuda,0,0,28/07/2020,62508.0
6516,Bermuda,1,0,27/07/2020,62508.0
6517,Bermuda,0,0,26/07/2020,62508.0
6518,Bermuda,0,0,25/07/2020,62508.0
6519,Bermuda,0,0,24/07/2020,62508.0
6520,Bermuda,0,0,23/07/2020,62508.0
6521,Bermuda,0,0,22/07/2020,62508.0
6522,Bermuda,0,0,21/07/2020,62508.0
6523,Bermuda,0,0,20/07/2020,62508.0
6524,Bermuda,1,0,19/07/2020,62508.0
6525,Bermuda,0,0,18/07/2020,62508.0
6526,Bermuda,2,0,17/07/2020,62508.0
6527,Bermuda,0,0,16/07/2020,62508.0
6528,Bermuda,0,0,15/07/2020,62508.0
6529,Bermuda,0,0,14/07/2020,62508.0
6530,Bermuda,0,0,13/07/2020,62508.0
6531,Bermuda,0,0,12/07/2020,62508.0
6532,Bermuda,1,0,11/07/2020,62508.0
6533,Bermuda,0,0,10/07/2020,62508.0
6534,Bermuda,1,0,09/07/2020,62508.0
6535,Bermuda,2,0,08/07/2020,62508.0
6536,Bermuda,0,0,07/07/2020,62508.0
6537,Bermuda,0,0,06/07/2020,62508.0
6538,Bermuda,0,0,05/07/2020,62508.0
6539,Bermuda,0,0,04/07/2020,62508.0
6540,Bermuda,0,0,03/07/2020,62508.0
6541,Bermuda,0,0,02/07/2020,62508.0
6542,Bermuda,0,0,01/07/2020,62508.0
6543,Bermuda,0,0,30/06/2020,62508.0
6544,Bermuda,0,0,29/06/2020,62508.0
6545,Bermuda,0,0,28/06/2020,62508.0
6546,Bermuda,0,0,27/06/2020,62508.0
6547,Bermuda,0,0,26/06/2020,62508.0
6548,Bermuda,0,0,25/06/2020,62508.0
6549,Bermuda,0,0,24/06/2020,62508.0
6550,Bermuda,0,0,23/06/2020,62508.0
6551,Bermuda,0,0,22/06/2020,62508.0
6552,Bermuda,0,0,21/06/2020,62508.0
6553,Bermuda,2,0,20/06/2020,62508.0
6554,Bermuda,0,0,19/06/2020,62508.0
6555,Bermuda,0,0,18/06/2020,62508.0
6556,Bermuda,0,0,17/06/2020,62508.0
6557,Bermuda,0,0,16/06/2020,62508.0
6558,Bermuda,0,0,15/06/2020,62508.0
6559,Bermuda,2,0,14/06/2020,62508.0
6560,Bermuda,1,0,13/06/2020,62508.0
6561,Bermuda,0,0,12/06/2020,62508.0
6562,Bermuda,0,0,11/06/2020,62508.0
6563,Bermuda,0,0,10/06/2020,62508.0
6564,Bermuda,0,0,09/06/2020,62508.0
6565,Bermuda,0,0,08/06/2020,62508.0
6566,Bermuda,0,0,07/06/2020,62508.0
6567,Bermuda,0,0,06/06/2020,62508.0
6568,Bermuda,0,0,05/06/2020,62508.0
6569,Bermuda,0,0,04/06/2020,62508.0
6570,Bermuda,0,0,03/06/2020,62508.0
6571,Bermuda,1,0,02/06/2020,62508.0
6572,Bermuda,0,0,01/06/2020,62508.0
6573,Bermuda,0,0,31/05/2020,62508.0
6574,Bermuda,0,0,30/05/2020,62508.0
6575,Bermuda,1,0,29/05/2020,62508.0
6576,Bermuda,0,0,28/05/2020,62508.0
6577,Bermuda,6,0,27/05/2020,62508.0
6578,Bermuda,0,0,26/05/2020,62508.0
6579,Bermuda,0,0,25/05/2020,62508.0
6580,Bermuda,5,0,24/05/2020,62508.0
6581,Bermuda,3,0,23/05/2020,62508.0
6582,Bermuda,0,0,22/05/2020,62508.0
6583,Bermuda,0,0,21/05/2020,62508.0
6584,Bermuda,0,0,20/05/2020,62508.0
6585,Bermuda,2,0,19/05/2020,62508.0
6586,Bermuda,0,0,18/05/2020,62508.0
6587,Bermuda,0,0,17/05/2020,62508.0
6588,Bermuda,1,0,16/05/2020,62508.0
6589,Bermuda,1,1,15/05/2020,62508.0
6590,Bermuda,0,0,14/05/2020,62508.0
6591,Bermuda,2,0,13/05/2020,62508.0
6592,Bermuda,1,1,12/05/2020,62508.0
6593,Bermuda,0,0,11/05/2020,62508.0
6594,Bermuda,0,0,10/05/2020,62508.0
6595,Bermuda,0,0,09/05/2020,62508.0
6596,Bermuda,0,0,08/05/2020,62508.0
6597,Bermuda,3,0,07/05/2020,62508.0
6598,Bermuda,0,0,06/05/2020,62508.0
6599,Bermuda,0,0,05/05/2020,62508.0
6600,Bermuda,1,0,04/05/2020,62508.0
6601,Bermuda,0,1,03/05/2020,62508.0
6602,Bermuda,0,0,02/05/2020,62508.0
6603,Bermuda,3,0,01/05/2020,62508.0
6604,Bermuda,1,0,30/04/2020,62508.0
6605,Bermuda,0,0,29/04/2020,62508.0
6606,Bermuda,1,1,28/04/2020,62508.0
6607,Bermuda,10,0,27/04/2020,62508.0
6608,Bermuda,0,0,26/04/2020,62508.0
6609,Bermuda,0,0,25/04/2020,62508.0
6610,Bermuda,0,0,24/04/2020,62508.0
6611,Bermuda,1,0,23/04/2020,62508.0
6612,Bermuda,12,0,22/04/2020,62508.0
6613,Bermuda,0,0,21/04/2020,62508.0
6614,Bermuda,0,0,20/04/2020,62508.0
6615,Bermuda,3,0,19/04/2020,62508.0
6616,Bermuda,0,0,18/04/2020,62508.0
6617,Bermuda,2,0,17/04/2020,62508.0
6618,Bermuda,24,0,16/04/2020,62508.0
6619,Bermuda,0,1,15/04/2020,62508.0
6620,Bermuda,0,0,14/04/2020,62508.0
6621,Bermuda,7,0,13/04/2020,62508.0
6622,Bermuda,2,0,12/04/2020,62508.0
6623,Bermuda,0,0,11/04/2020,62508.0
6624,Bermuda,9,1,10/04/2020,62508.0
6625,Bermuda,0,1,09/04/2020,62508.0
6626,Bermuda,0,0,08/04/2020,62508.0
6627,Bermuda,2,2,07/04/2020,62508.0
6628,Bermuda,0,0,06/04/2020,62508.0
6629,Bermuda,2,0,05/04/2020,62508.0
6630,Bermuda,0,0,04/04/2020,62508.0
6631,Bermuda,3,0,03/04/2020,62508.0
6632,Bermuda,0,0,02/04/2020,62508.0
6633,Bermuda,5,0,01/04/2020,62508.0
6634,Bermuda,5,0,31/03/2020,62508.0
6635,Bermuda,0,0,30/03/2020,62508.0
6636,Bermuda,5,0,29/03/2020,62508.0
6637,Bermuda,2,0,28/03/2020,62508.0
6638,Bermuda,9,0,27/03/2020,62508.0
6639,Bermuda,0,0,26/03/2020,62508.0
6640,Bermuda,0,0,25/03/2020,62508.0
6641,Bermuda,0,0,24/03/2020,62508.0
6642,Bermuda,4,0,23/03/2020,62508.0
6643,Bermuda,0,0,22/03/2020,62508.0
6644,Bermuda,0,0,21/03/2020,62508.0
6645,Bermuda,2,0,20/03/2020,62508.0
6646,Bhutan,1,0,14/12/2020,763094.0
6647,Bhutan,1,0,13/12/2020,763094.0
6648,Bhutan,2,0,12/12/2020,763094.0
6649,Bhutan,1,0,11/12/2020,763094.0
6650,Bhutan,0,0,10/12/2020,763094.0
6651,Bhutan,1,0,09/12/2020,763094.0
6652,Bhutan,2,0,08/12/2020,763094.0
6653,Bhutan,4,0,07/12/2020,763094.0
6654,Bhutan,2,0,06/12/2020,763094.0
6655,Bhutan,6,0,05/12/2020,763094.0
6656,Bhutan,3,0,04/12/2020,763094.0
6657,Bhutan,1,0,03/12/2020,763094.0
6658,Bhutan,4,0,02/12/2020,763094.0
6659,Bhutan,14,0,01/12/2020,763094.0
6660,Bhutan,0,0,30/11/2020,763094.0
6661,Bhutan,1,0,29/11/2020,763094.0
6662,Bhutan,6,0,28/11/2020,763094.0
6663,Bhutan,3,0,27/11/2020,763094.0
6664,Bhutan,0,0,26/11/2020,763094.0
6665,Bhutan,0,0,25/11/2020,763094.0
6666,Bhutan,4,0,24/11/2020,763094.0
6667,Bhutan,3,0,23/11/2020,763094.0
6668,Bhutan,1,0,22/11/2020,763094.0
6669,Bhutan,0,0,21/11/2020,763094.0
6670,Bhutan,0,0,20/11/2020,763094.0
6671,Bhutan,0,0,19/11/2020,763094.0
6672,Bhutan,1,0,18/11/2020,763094.0
6673,Bhutan,2,0,17/11/2020,763094.0
6674,Bhutan,0,0,16/11/2020,763094.0
6675,Bhutan,6,0,15/11/2020,763094.0
6676,Bhutan,0,0,14/11/2020,763094.0
6677,Bhutan,5,0,13/11/2020,763094.0
6678,Bhutan,0,0,12/11/2020,763094.0
6679,Bhutan,0,0,11/11/2020,763094.0
6680,Bhutan,5,0,10/11/2020,763094.0
6681,Bhutan,0,0,09/11/2020,763094.0
6682,Bhutan,1,0,08/11/2020,763094.0
6683,Bhutan,0,0,07/11/2020,763094.0
6684,Bhutan,0,0,06/11/2020,763094.0
6685,Bhutan,0,0,05/11/2020,763094.0
6686,Bhutan,2,0,04/11/2020,763094.0
6687,Bhutan,2,0,03/11/2020,763094.0
6688,Bhutan,5,0,02/11/2020,763094.0
6689,Bhutan,1,0,01/11/2020,763094.0
6690,Bhutan,2,0,31/10/2020,763094.0
6691,Bhutan,0,0,30/10/2020,763094.0
6692,Bhutan,1,0,29/10/2020,763094.0
6693,Bhutan,3,0,28/10/2020,763094.0
6694,Bhutan,0,0,27/10/2020,763094.0
6695,Bhutan,2,0,26/10/2020,763094.0
6696,Bhutan,4,0,25/10/2020,763094.0
6697,Bhutan,0,0,24/10/2020,763094.0
6698,Bhutan,4,0,23/10/2020,763094.0
6699,Bhutan,1,0,22/10/2020,763094.0
6700,Bhutan,1,0,21/10/2020,763094.0
6701,Bhutan,3,0,20/10/2020,763094.0
6702,Bhutan,2,0,19/10/2020,763094.0
6703,Bhutan,9,0,18/10/2020,763094.0
6704,Bhutan,0,0,17/10/2020,763094.0
6705,Bhutan,0,0,16/10/2020,763094.0
6706,Bhutan,3,0,15/10/2020,763094.0
6707,Bhutan,4,0,14/10/2020,763094.0
6708,Bhutan,0,0,13/10/2020,763094.0
6709,Bhutan,3,0,12/10/2020,763094.0
6710,Bhutan,0,0,11/10/2020,763094.0
6711,Bhutan,2,0,10/10/2020,763094.0
6712,Bhutan,0,0,09/10/2020,763094.0
6713,Bhutan,4,0,08/10/2020,763094.0
6714,Bhutan,1,0,07/10/2020,763094.0
6715,Bhutan,1,0,06/10/2020,763094.0
6716,Bhutan,15,0,05/10/2020,763094.0
6717,Bhutan,0,0,04/10/2020,763094.0
6718,Bhutan,1,0,03/10/2020,763094.0
6719,Bhutan,0,0,02/10/2020,763094.0
6720,Bhutan,1,0,01/10/2020,763094.0
6721,Bhutan,1,0,30/09/2020,763094.0
6722,Bhutan,7,0,29/09/2020,763094.0
6723,Bhutan,2,0,28/09/2020,763094.0
6724,Bhutan,8,0,27/09/2020,763094.0
6725,Bhutan,0,0,26/09/2020,763094.0
6726,Bhutan,2,0,25/09/2020,763094.0
6727,Bhutan,0,0,24/09/2020,763094.0
6728,Bhutan,0,0,23/09/2020,763094.0
6729,Bhutan,0,0,22/09/2020,763094.0
6730,Bhutan,2,0,21/09/2020,763094.0
6731,Bhutan,1,0,20/09/2020,763094.0
6732,Bhutan,6,0,19/09/2020,763094.0
6733,Bhutan,6,0,18/09/2020,763094.0
6734,Bhutan,0,0,17/09/2020,763094.0
6735,Bhutan,0,0,16/09/2020,763094.0
6736,Bhutan,1,0,15/09/2020,763094.0
6737,Bhutan,1,0,14/09/2020,763094.0
6738,Bhutan,3,0,13/09/2020,763094.0
6739,Bhutan,3,0,12/09/2020,763094.0
6740,Bhutan,4,0,11/09/2020,763094.0
6741,Bhutan,0,0,10/09/2020,763094.0
6742,Bhutan,1,0,09/09/2020,763094.0
6743,Bhutan,3,0,08/09/2020,763094.0
6744,Bhutan,2,0,07/09/2020,763094.0
6745,Bhutan,0,0,06/09/2020,763094.0
6746,Bhutan,1,0,05/09/2020,763094.0
6747,Bhutan,0,0,04/09/2020,763094.0
6748,Bhutan,0,0,03/09/2020,763094.0
6749,Bhutan,2,0,02/09/2020,763094.0
6750,Bhutan,1,0,01/09/2020,763094.0
